id,CT,HarNgn2
2691927808,-2*3*33*33/1/8/27,1.5448949529840683
156089197,+1+1+7+8+9-13-14,1.5230518869731493
2446611000,+18*18*24*27*28/11/30,1.5229088280192296
1807324983,+1*8*8*9*9/7/25,1.52122907714757
1669279120,+0*1*2*20*28/25/30,1.511334841518785
1133938784,+19*24/18-9*10/11,1.5108165065374892
1669112318,+0*1*2*12*27/4/33,1.5108080060203049
1772235220,+1*2*12*28/4/25/33,1.5064241971810022
1669113385,+0*1*2*12*28/25/33,1.5064241971810022
1809864203,+1*8*14*29/7/13/30,1.5058218631328155
2460210393,+19*26*29*29*30/11/14,1.5046320389227752
2822992269,-3*20*25*33/1/8/27,1.5038262714460495
2160534732,+6*16*19*24*28/11/33,1.5032971975148532
2163719610,+6*18*19*24*28/11/30,1.5032971975148532
2163531638,+6*18*18*24*28/11/33,1.5032971975148532
2875304958,-4*13*27*32*33/9/20,1.5030891946147995
2453766417,+18*29*29*31*33/11/27,1.5017914388137257
2460853641,+19*29*29*30*31/11/27,1.5017914388137257
1673950767,+0*1*12*12*27/31/33,1.5009343218494118
2424719294,+16*16*26*29*29/11/28,1.5005372554990315
2159928943,+6*16*16*24*28/11/30,1.4996313108526909
2424519454,+16*16*24*27*28*33/11,1.498092051955928
2447935340,+18*19*24*27*28*33/11,1.498092051955928
2457977074,+19*22*25*29/11/13/26,1.497810415584076
1669248079,+0*1*2*18*34/14/33,1.497571145646011
2024729798,+4*8*8*29*33/0/7,1.4973082449436823
2167692105,+6*21*24*24*26*27/11,1.4966520934562642
2125758992,+6*6*18*24*27/11/14,1.4964455419075748
1669205144,+0*1*2*16*27/18/30,1.4948592675412966
14114263,+0*1*2*27/30,1.4948592675412966
1737050737,+0*12*26*29*29/11/13,1.4941757891129293
1755616026,+0*25*29*29*30*30/11,1.4938161872845084
1752241850,+0*20*29*29*31*33/11,1.4938161872845084
2826342988,-3*25*25*30/1/8/27,1.493777235623856
2454998202,+19*19*24*27/11/22/26,1.4932095429185517
1669377052,+0*1*2*27/14/25/33,1.492945068125661
2454950645,+19*19*24*24*25/11/30,1.4924047060447467
587996796,+4+10-5-13-25-26-27,1.492323304547546
1504751054,+3*3*6*20/2/21,1.4922454382128616
3194427657,-12*19*28*32/2/21/24,1.4922439004365684
1335908090,-3*33/8-5*13/7,1.4920763135590986
1762018778,+1*1*8*27/3/6/30,1.4904866274462198
1808578202,+1*8*10*31/12/12/30,1.490157698872152
558740888,+1*2/30-13*25/27,1.490114694711222
851063783,+7*22/21+10*31/21,1.489888169347806
1755799130,+0*26*26*29*29*33/11,1.4897102227427657
1542385440,+18*26*29*29/11/14,1.48895187362438
1773741444,+1*2*18*27*31/25/33,1.488867575374898
2478423663,+24*24*24*25*27/11/30,1.4881772158013644
1751415200,+0*20*20*29*29/11/14,1.4879509364981598
2817441556,-3*16*26*26/1/8/27,1.487600288579338
1697215579,+0*4*12*24*28/11/13,1.4875089507571295
884750354,+8*22/12-3*9/7,1.4873225610587122
1668041487,+0*1*1*2*28/14/30,1.4871381091459854
1736831406,+0*12*24*24*27/11/13,1.4868333250520804
1755009307,+0*24*26*29*29/11/28,1.4868094697947365
2430314758,+16*20*26*29*29/11/12,1.48633858786453
1811402521,+1*8*22*29/7/13/25,1.4863330049404415
2769981259,-3*4*20*20*32/21/24,1.4861982400862015
2446817946,+18*18*26*29/11/13/33,1.485884990665886
556456571,+1*1/19+27*27/11,1.48584475499268
2455656851,+19*20*20*29*29/11/12,1.4852815941982498
2765418990,-3*4*6*10*32/21/24,1.4851215433351164
1674100493,+0*1*12*19*27/16/30,1.4849681962598078
1207057635,+26*27/21-28*28/17,1.484809937003729
868452836,+8*9/33-3*8/27,1.4845307942731076
1807735070,+1*8*8*29/7/13/33,1.4845208884919971
1751140137,+0*19*29*29*30*33/11,1.4842490792597107
884757721,+8*22/12-11*12/7,1.4842121199952034
2808245088,-3*12*30*33/1/8/27,1.4841423372381028
2478838143,+24*24*29*29/2/11/27,1.4839677145219394
2160354239,+6*16*18*24*28*28/11,1.483918891190033
2164993390,+6*19*19*24*28*28/11,1.483918891190033
2059783077,+4*21*28*29*29*33/11,1.4838482189790172
1808575480,+1*8*10*31/2/12/33,1.4834822472756437
2018653367,+4*6*26*27*29/11/13,1.4833422174260673
1150437599,+20*28/2-9*23/11,1.4832145241606662
2165873916,+6*19*26*29*29/11/13,1.4823537978517711
2424497501,+16*16*24*25*30*30/11,1.4818628695231777
2447914983,+18*19*24*25*30*30/11,1.4818628695231777
2427726513,+16*18*24*25*30*33/11,1.4818628695231777
2456287614,+19*20*26*26*29*29/11,1.4818446216420118
2464862088,+20*24*24*27*28/11/33,1.4818237771712075
1674104700,+0*1*12*19*34/20/33,1.4815892938722504
2144552928,+6*10*20*22/3/18/24,1.4813901888761103
1668816413,+0*1*2*3*27/14/30,1.4813409597186138
2446042841,+18*18*20*24*27*28/11,1.4813080528216276
1668024033,+0*1*1*2*12*27*30,1.4811462108333548
572855505,+1*10/33-10*10/22,1.4811455826005318
645270498,+2*24/29+19*24/11,1.4810406824331257
1668390209,+0*1*1*12*20/21/33,1.480961894001767
1757902410,+1*1*2*3*19*26*27,1.4805529799748092
1669261719,+0*1*2*19*27/20/33,1.480539131928559
2448119999,+18*19*26*29*29/11/28,1.480525427220239
2801260947,-3*10*25*28*32/21/22,1.480211608322535
1668032879,+0*1*1*2*19*27/33,1.4797010477658217
2460217195,+19*26*29*29/11/14/31,1.4796248204082127
2128368053,+6*7*9*14*18*34/12,1.479486191333344
1687719788,+0*3*6*24*27/11/13,1.4789066385821974
2166057627,+6*19*29*31*33/10/11,1.4787177480137526
1921187853,+2*19*27*28*33/11/14,1.478555815221787
1670008509,+0*1*3*26*27/30/30,1.4781771441666538
2454953088,+19*19*24*24*28/11/33,1.4780170540265802
2750457103,-2*20*21*33/1/8/10,1.4778831229572846
2478405659,+24*24*24*24*24*27/11,1.4778034730746574
2169678580,+6*24*24*24*25*27/11,1.4778034730746574
893508929,+8*29/27-12*33/1,1.477610380711154
2459252196,+19*24*26*29*31/11/28,1.4773639423782574
1189381580,+24*24/14-14*23/11,1.4773211391069223
587873541,+4+10-1-13-25-26-28,1.4773050793761275
1543671572,+21*24*24*27/11/13,1.4772179011395918
710692261,+4*6/30+24*29/11,1.4769549406850129
2228054399,+8*10*14*24*24/20/21,1.4767208324218046
2043133549,+4*12*21*24*25/11/13,1.4766783139606134
1687691741,+0*3*6*22*25/11/13,1.4766089355256702
2406245525,+14*24*24*24*27*28/11,1.4762792848358612
2017801173,+4*6*19*24*30/11/13,1.4762643564746212
2169694507,+6*24*24*25*27/11/33,1.4762288651730733
1808230497,+1*8*10*10/3/25/34,1.476209578976788
2013611290,+4*6*6*24*28*34/11,1.4761763906596588
2427746677,+16*18*24*27*28*30/11,1.4761432270700938
2228719263,+8*10*17*20*24/12/21,1.4761413291680765
1674211757,+0*1*12*27*34/25/33,1.475712834939445
1668573151,+0*1*1*20*28/14/33,1.4753364998203875
2462305519,+20*20*29*33*33/11/12,1.4751774519902054
2428784874,+16*19*22*24/4/11/14,1.4747842894569616
2163716811,+6*18*19*24*25*25/11,1.474753786425829
2459692680,+19*25*26*29*29/11/12,1.4745888066195916
2221336303,+8*8*22*29/0/7/25,1.474554361253105
2835023156,-4*4*25*28*32/17/31,1.474523872812301
1776287553,+1*3*4*25*34/2/10,1.4745186608618095
1774726871,+1*2*26*26*27/14/33,1.4744138676806535
1953326830,+3*6*19*19*24*24/11,1.4744006630166575
1669112685,+0*1*2*12*27/25/30,1.4741262586143904
1668114961,+0*1*1*4*16*27/30,1.4737129163231184
2449202498,+18*20*26*27*29/11/28,1.473411213068844
2043758752,+4*12*27*28*33/11/25,1.473305183677249
2057960326,+4*20*20*21*24/11/13,1.4732344342654256
569073295,+1*8/24+10*20/21,1.473044595771012
1750207879,+0*19*20*20*29*29/11,1.4726645748186558
1772257775,+1*2*12*31*33*33/26,1.4726162592615095
1494752520,+1*4*8*9/7/21,1.4724545289735382
