CT,GeoMax,HarMax,CtyMax,ProMax,Value,ValGeo,GeoLim,ValHar,HarLim,GeoRank,HarRank,Nguong1,GeoNgn1,HarNgn1,ProNgn1,CtyNgn1,Values_Ngn1,ValGeoNgn2,GeoNgn2,ValHarNgn2,HarNgn2,ProNgn2,CtyNgn2,Values_Ngn2,Nguong_mm3,MinGeo3,MinHar3,ProNgn_mm3,CtyNgn_mm3,Values_Ngn_mm3,ValGeoNgn3,GeoNgn3,ValHarNgn3,HarNgn3,ProNgn3,CtyNgn3,Values_Ngn3,Slope_avg,Slope_wgt_avg
+4*24/21-6*23/31,1.0837942814064394,0.9339178531918606,YBM,1.831360946745562,76.62126918580117,5.638471764062257,1.211880670326701,5.638471764062257,1.0972735575071635,0.5174134991506772,0.20590849652816914,6.967354822218114,1.477080883721093,1.4023960112986986,2.1636520790110323,YBM_HVX_HAX_ASP_FIR_HSG_VMD_TLH_PIT_UDC_HVG_TTF,"[76.62126919 33.96154903 24.57306007 23.52650743 15.87666862 14.85983635
 10.79892523 10.43269264  9.08253047  8.71056198  7.41616488  7.28763287]",1.9295048796277252,1.169264590078742,1.9295048796277252,1.128712547994071,2.5824930316596983,HAX_FIR_HSG_CTF,[24.57306007 15.87666862 14.85983635  4.98295932],6.967354822218114,1.3766628632392932,1.3728217802316438,2.1636520790110323,YBM_HVX_HAX_ASP_FIR_HSG_VMD_TLH_PIT_UDC_HVG_TTF,"[76.62126919 33.96154903 24.57306007 23.52650743 15.87666862 14.85983635
 10.79892523 10.43269264  9.08253047  8.71056198  7.41616488  7.28763287]",6.03697449455514,1.1963879449582429,6.03697449455514,1.1708602977108733,2.134615384615385,HAX,[24.57306007],1.3001861401245973,1.32539732885326
+24*31-3*17-4*21,1.3770461907849134,1.1728988951988009,TDG,1.964497041420118,0.06511687376106035,0.01013855944320545,1.5618315085629055,0.01013855944320545,1.4846972953656352,0.7413575003210973,0.6103427272979316,0.02560885637361719,1.568127349800027,1.4907043755437066,2.074797248423553,TDG_LGL_RAL_TDW,[0.06511687 0.04760358 0.03133522 0.02609616],0.008449263524236207,1.2305439369396036,0.008449263524236207,1.1995428552544212,2.113498354723255,TDG_RAL_HAX_VPG_SVC,[0.06511687 0.03133522 0.01198867 0.01062301 0.00967502],0.02560885637361719,1.4886879539359803,1.371741197298538,2.074797248423553,TDG_LGL_RAL_TDW,[0.06511687 0.04760358 0.03133522 0.02609616],0.007682633350030449,1.195246046457045,0.007682633350030449,1.1765630890636025,3.337899543378996,RAL,[0.03133522],1.73124071346864,1.7036062567266963
+2*24/12-27*32/1,1.2679633956751326,1.1308766644691755,NNC,1.00726392251816,36.62025364018357,0.24643125583605902,1.385915724609426,0.24643125583605902,1.3011089650501442,0.6545633827366292,0.3947706892370197,0.8389500776487875,1.415915072283142,1.357232395659423,1.451628992386251,NNC_SBV_VMD_TDG,[36.62025364  2.96701909  1.52619784  1.02120571],0.5265176040054088,1.1504436774193139,0.5265176040054088,1.129601514229558,1.06,,[],0.8389500776487875,1.377018752070602,1.3551382468105926,1.451628992386251,NNC_SBV_VMD_TDG,[36.62025364  2.96701909  1.52619784  1.02120571],0.24643125583605902,1.1334097583160312,0.6148301001394647,1.1113336363791273,1.06,,[],1.3731526285609097,1.104169896120207
-8*14*24*30*32/2,1.5649739372305709,1.389538278984889,HTI,1.716981132075472,0.008185998931486296,0.0007320880396936162,1.634415059786228,0.0007320880396936162,1.5003093623701904,0.8163171121263357,0.7714615780907985,0.0009242431224908334,1.5327214437561878,1.4408021367577541,1.6900537550799826,HTI_FLC_LGL_VTB,[0.008186   0.00189613 0.00178032 0.00120853],2.0652753906263887e-06,1.121906424865091,8.550607381139751e-05,1.1087652989066772,1.06,,[],0.0009242431224908334,1.376754955157232,1.333035272924641,1.6900537550799826,HTI_FLC_LGL_VTB,[0.008186   0.00189613 0.00178032 0.00120853],8.550607381139751e-05,1.091341136348233,8.550607381139751e-05,1.0871014855447638,1.06,,[],1.870041530944157,2.0115194011187136
+24*31-3*17-22*31,1.380595154531168,1.24995404023565,TDG,1.964497041420118,0.05269472902021387,0.010000321442992536,1.481493678022285,0.010000321442992536,1.3868297428866503,0.7840350232197352,0.7374840901383399,0.020406904955532434,1.516436001365237,1.4522869786143486,1.8911908769223549,TDG_RAL_TDW_EVE_YBM_CMV,[0.05269473 0.02664203 0.02554473 0.0222281  0.02086847 0.02050523],0.016086626816263255,1.2458883849955982,0.016086626816263255,1.2149184470357612,2.8228009435853996,TDG_RAL_GIL_VNS,[0.05269473 0.02664203 0.01758089 0.01649858],0.021010408915321552,1.353322758137834,1.3309490722866675,2.1608754265232286,TDG_RAL_TDW_EVE,[0.05269473 0.02664203 0.02554473 0.0222281 ],0.004614270832379963,1.2287900152117703,0.008038447928084702,1.1951710190532872,3.337899543378996,RAL,[0.02664203],1.5924127929259602,1.593120139604991
+25*25-2*25-6*8,1.135601312110737,0.8304189219944117,TDW,1.573809523809524,0.028324258392961682,0.006263558587654811,1.3569607516035787,0.006263558587654811,1.0825491932580933,0.3823596841936494,0.17536402630959927,0.006263558587654811,1.558956678830581,1.4073742135903708,1.3583977461518448,TDW_BMC_PJT_SCD_HOT,[0.02832426 0.02225925 0.00890806 0.00808798 0.00673137],0.0015286424329856467,1.073154461842951,18.510920622114927,1.0599999999999998,1.06,,[],0.006372871972113288,1.4406857278557128,1.329948046875,1.3583977461518448,TDW_BMC_PJT_SCD_HOT,[0.02832426 0.02225925 0.00890806 0.00808798 0.00673137],-0.00040036830459138956,1.1206038458603016,0.0006059716885911924,1.1098149230981493,1.06,,[],1.7693115699245563,0.4704944573736066
+6*24*26-14*14*25,1.5113430999535857,1.2090819509743662,YBM,1.831360946745562,0.23512119995157055,0.002039148058632841,1.7070961318469038,0.002039148058632841,1.4844518959811042,0.644934229191534,0.5369242637785759,0.0036571783292585623,1.5701460501458693,1.4582249220898518,1.7073838675435191,YBM_HTI_TDW,[0.2351212  0.11598546 0.00733726],0.30599800092648743,1.06,0.30599800092648743,1.0599999999999998,1.06,,[],0.00289584827741546,1.3488922785037731,1.3273794172843403,1.6661420137681795,YBM_HTI_TDW_PLX,[0.2351212  0.11598546 0.00733726 0.00310882],-5.12564761577048e-05,1.1492837316687703,-5.12564761577048e-05,1.102238584805592,1.4702507794125694,PLX_VNM,[0.00310882 0.00028308],2.3967604697477447,2.4876296609390245
+2*24/12-17*23/1,1.44847968720589,1.2529260227172896,VMD,1.226600985221675,1.526783532674892,0.24643125583605902,1.5832245490076624,0.24643125583605902,1.465336453533683,0.7826497950611908,0.7379747740903821,0.8003517871691335,1.4711685442395126,1.3990873964793966,1.5955490133208965,VMD_TDG,[1.52678353 1.02120571],0.5199084389268295,1.2362171774929014,0.5199084389268295,1.1917516704596125,1.06,,[],0.6939168559661348,1.3996566341261776,1.3236786291172136,1.6996311357711622,VMD_TDG_DXV_HSL,[1.52678353 1.02120571 0.73268443 0.70251533],0.050044985585076064,1.168560971136535,0.050044985585076064,1.1191663825108682,1.9442439155202673,SKG_KDC_FLC_DQC_HAI_PET_IMP_HVG_CMG_SVC_DCL_TSC_FIT_DLG_BCG,"[0.45062884 0.35258058 0.30858198 0.2970412  0.19737696 0.19202642
 0.13302179 0.13023991 0.12320196 0.11660784 0.10959569 0.08932065
 0.0732078  0.05825245 0.05659226]",1.8487738988224052,1.531003930464055
+12*24*28*30/21/22,1.2255554840217313,0.9394631692982106,RAL,3.337899543378996,243.01278711202534,16.95852073511064,1.5505479246004168,16.95852073511064,1.4293962596557472,0.5728327660494154,0.38779324097034523,47.0951883988693,1.4881391873794612,1.3746323076797387,1.958648380824581,RAL_SZL_HVH_FIR_SVI_PNC_PDR,"[243.01278711 203.24457845 198.50191781 164.00527237 149.04517448
  83.0241811   62.38372151]",47.0951883988693,1.1940709665598364,47.0951883988693,1.1608181149613204,1.216428571428571,FIR,[164.00527237],47.0951883988693,1.4161469131529965,1.3183217545293557,1.958648380824581,RAL_SZL_HVH_FIR_SVI_PNC_PDR,"[243.01278711 203.24457845 198.50191781 164.00527237 149.04517448
  83.0241811   62.38372151]",47.0951883988693,1.2070696918672121,47.0951883988693,1.1709426631626798,1.06,,[],1.7475854829174124,1.4569252311761376
+8*8*19*24*28/5,1.120415169688869,0.8658595768184504,SAV,4.160596026490066,19.671496937846875,8.97690029222722,1.4011197736154266,8.97690029222722,1.2751354371374475,0.48682841678718924,0.3378292361387795,10.268340185440843,1.4334425898698973,1.3474409337924251,2.690393970543217,SAV_DCM_POM_DIC_HTI,[19.67149694 16.78249719 16.73127302 13.6545048  13.38468484],9.878063831732184,1.2519065454198066,0.6589819669390665,1.2036441703899259,1.06,,[],10.268340185440843,1.3343712617707768,1.3183217545293557,2.690393970543217,SAV_DCM_POM_DIC_HTI,[19.67149694 16.78249719 16.73127302 13.6545048  13.38468484],10.268340185440843,1.2321832280173681,10.268340185440843,1.1807034201136368,2.630630630630631,DCM,[16.78249719],1.6324245693124348,1.1378465819829104
