CT,GeoMax,HarMax,Value,CtyMax,ProMax,ValGeo,GeoLim,ValHar,HarLim,GeoRank,HarRank,Nguong1,GeoNgn1,HarNgn1,ProNgn1,CtyNgn1,Values_Ngn1,ValGeoNgn2,GeoNgn2,ValHarNgn2,HarNgn2,ProNgn2,CtyNgn2,Values_Ngn2,Slope_avg,Slope_wgt_avg,ValGeo3,MinGeo3,ValHar3,MinHar3
-8*14*24*32*33/2,1.557575373670546,1.3338952568119977,0.005511909141851124,HTI,1.084592145015106,0.0005557184658081487,1.6865466234292448,0.0005557184658081487,1.5486270585191602,0.7983010324633056,0.7623863740482233,0.0009255076265632396,1.5848515837446857,0.0009255076265632396,1.2060190375497843,HTI_SMC_VAF,[0.00551191 0.00135673 0.00105446],4.978136588933381e-05,1.1850435217452477,6.405546206582567e-05,1.1370549878843248,1.06,,[],1.9462787557175034,2.034603412303926,0.0009255076265632396,1.376754955157232,0.0009255076265632396,1.333035272924641
+8*8*19*24*28/5,1.2524649588220644,0.9481053429409843,9.013353670253304,HNG,0.8973799126637555,3.369319929572398,1.4985905280748977,3.369319929572398,1.3222086089140748,0.5440268664096977,0.38177566127798557,10.268340185440843,1.435772803517595,10.268340185440843,1.06,,[],0.5657768471559901,1.3317062268729083,0.5657768471559901,1.2815768910855267,1.046884994839859,HNG_HVH_PSH,[9.01335367 8.58552926 5.63601806],1.8617469983082169,1.1932549845135214,10.268340185440843,1.3343712617707768,10.268340185440843,1.3183217545293557
-6*6*8*14*30*32,1.2371470082468405,0.9613332864306715,0.050286570349606104,SMC,1.09504132231405,0.004738535717539889,1.4056336090269772,0.3686579213242832,1.150801173947376,0.5346798845713713,0.12074699349989873,0.02728800081071786,1.5534738279882943,0.02728800081071786,1.09504132231405,SMC,[0.05028657],5.5394329420157854e-06,1.1877078692113987,5.5394329420157854e-06,1.1180690514756593,1.06,,[],1.6951065718465321,1.9278957878273022,0.02728800081071786,1.3281485407003177,0.017394551874837794,1.3119693377734691
+1*12/25-6*22/27,1.3280139722872935,1.2025658122403564,92.98149514818165,NO1,1.232558139534884,25.599803731764233,1.4063146215723046,25.599803731764233,1.3046311576508767,0.6696288825231682,0.5972850972748025,29.897105276198822,1.4692082848691095,29.897105276198822,1.417717341023529,NO1_SHP_HCD_PET,[92.98149515 63.57863807 38.39669726 36.28615031],25.599803731764233,1.3073953602735986,25.599803731764233,1.2571982948680032,1.2804954812319755,PET_SMC_ADS_LHG_IDI_PGC_C32_HPG_HHS_CTD_VCG_PLX_PHR_SAB_VIP,"[36.28615031 27.28433979 23.10809151 16.70158059 15.66341238 13.13973321
  8.87249817  8.44986642  8.2594791   7.04480203  6.95191215  6.89473681
  4.46454455  1.96302839  1.80625312]",1.5555106940778336,1.084878312742199,29.897105276198822,1.3244216164575817,29.897105276198822,1.3074954949914968
+1*4+11*24-10*19,1.4117479167268812,1.2906765584591817,0.26854671107853645,DGW,1.887147335423198,0.05751986765748962,1.498898993229543,0.05751986765748962,1.425112747820835,0.7765863047586495,0.7367806508032403,0.06048415282510452,1.4694691479535467,0.06048415282510452,1.8469193688456764,DGW_MHC_NO1,[0.26854671 0.10903417 0.07499552],0.06048415282510452,1.3691761649421545,0.06048415282510452,1.2924291929204994,1.06,,[],1.7034165805357127,1.6382097602060437,0.05751986765748962,1.3152006601502584,0.05751986765748962,1.3054307947494286
+17*31-4*23-24*27,8.27748849599038e-21,0.0,0.015512709151149122,SPM,0.8682170542635658,0.011842273266025249,1.5399521875620044,0.011842273266025249,1.4167790423323885,0.4242472281058732,0.03945761918815433,0.011842273266025249,1.4345735822321255,0.011842273266025249,0.8682170542635658,SPM,[0.01551271],0.00902946312407051,1.2090342074474132,0.00902946312407051,1.1655568077363292,1.06,,[],2.042184347028025,1.792056651961944,0.011842273266025249,1.3312026967301416,0.011842273266025249,1.3035392921415716
+1*4+17*33-10*19,1.158198792019156,1.094926045195594,0.2736859908634839,DGW,1.887147335423198,0.05751986765748962,1.226800724428476,0.05751986765748962,1.1847092109861106,0.5743969931277334,0.4301334526132256,0.06058830385017369,1.3733613097640316,0.06058830385017369,1.8469193688456764,DGW_MHC_NO1,[0.27368599 0.10903417 0.07499552],0.04149180574171901,1.3057850017400818,0.04149180574171901,1.2528852073641157,1.06,,[],1.340143078610486,1.3527042108046088,0.06058830385017369,1.2995339301862894,0.06058830385017369,1.2919967362944615
+17*31-21*27-24*28,1.158067230584876,0.9725576445026305,0.015313304238819376,SPM,0.8682170542635658,0.00885248737371953,1.3614943098439558,0.00885248737371953,1.3170652359762136,0.5751159625829417,0.4573295388850857,0.01170691442220079,1.3778933200339294,0.01170691442220079,0.8682170542635658,SPM,[0.0153133],0.01170691442220079,1.215011441791713,0.01170691442220079,1.1836123317556775,1.06,,[],1.461866202818751,1.5192275629913752,0.01170691442220079,1.314932090873274,0.01170691442220079,1.2891324898832999
+1*11+1*24-16*17,1.3718491623111524,1.2398713441071567,0.338896239352644,PTC,1.165354330708661,0.27460845691291813,1.3876031810408893,0.27460845691291813,1.3150157140592418,0.6528932093741587,0.5571680134474563,0.2186359652824519,1.4245593889206787,0.22276166796419272,1.1867827372018378,PTC_TDG,[0.33889624 0.27175431],0.2186359652824519,1.2707382493015087,0.2186359652824519,1.196187354667172,1.06,,[],1.5444400240848337,1.5899508195462078,0.22276166796419272,1.3583761410109771,0.22276166796419272,1.2870610120918076
+1*24+4*11-17*18,1.3437974184889756,1.2213599237072734,0.2717543093971146,TDG,1.208211143695015,0.2755685973277616,1.3592292970667792,0.2755685973277616,1.294211295428891,0.6571287791672845,0.560187156759318,0.22276166796419272,1.4571634468495802,0.22276166796419272,1.376035396408911,TDG_ITA,[0.27175431 0.23734818],0.18368318295938466,1.3767956199747549,0.18368318295938466,1.301212968712657,1.06,,[],1.4890190691731593,1.5479073470554159,0.21883840018999662,1.3509633207409228,0.21883840018999662,1.2870610120918076
+10+20-3-12-28-31,1.4103311401803518,1.2588665898394678,1.7089297780273665,PLX,0.9644268774703557,0.31648574379231015,1.4377426159389861,0.31648574379231015,1.3512500510638987,0.7117009664594603,0.6319993854009305,0.3944945226587217,1.5001658612775668,0.4036749295898886,1.196213284281282,PLX_TSC_D2D_HHV,[1.70892978 0.66263285 0.5376916  0.40761714],0.186371389562482,1.2707506751155946,0.186371389562482,1.193559714076931,0.9644268774703557,PLX,[1.70892978],1.2724529361776238,1.2542184329848622,0.4036749295898886,1.2985905578207655,0.4036749295898886,1.2848665193342226
+10+15+20-3-12-27,1.395652524658411,1.2099854208707435,1.7111686968338002,PLX,0.9644268774703557,0.33889242032205064,1.4103337699176421,0.33889242032205064,1.2693767670963767,0.700642997475745,0.6499374710264665,0.4262219125358418,1.485800712161929,0.4262219125358418,1.096615597839227,PLX_HHV_TSC_D2D_ST8,[1.7111687  1.18637382 0.66696723 0.54048783 0.44604549],0.2038264251173204,1.2707506751155946,0.2038264251173204,1.193559714076931,0.9644268774703557,PLX,[1.7111687],1.227734230340966,1.2233196925046599,0.4262219125358418,1.2985905578207655,0.4262219125358418,1.2848665193342226
