CT,GeoMax,HarMax,Value,CtyMax,ProMax,ValGeo,GeoLim,ValHar,HarLim,GeoRank,HarRank,Nguong1,GeoNgn1,HarNgn1,ProNgn1,CtyNgn1,Values_Ngn1,ValGeoNgn2,GeoNgn2,ValHarNgn2,HarNgn2,ProNgn2,CtyNgn2,Values_Ngn2,Slope_avg,Slope_wgt_avg,ValGeo3,MinGeo3,ValHar3,MinHar3
+24*31-3*17-4*21,1.4124404346604913,1.2076580604405083,0.020428558042528234,CMV,0.9096385542168672,0.01013855944320545,1.5876314531982603,0.01013855944320545,1.5110582914899113,0.7352319416079903,0.6136440300808054,0.026096157118047508,1.608674059481876,0.026096157118047508,1.06,,[],0.008449263524236207,1.2828229592776692,0.008449263524236207,1.2408179276509952,1.06,,[],1.7593287035207894,1.7699707258696922,0.026096157118047508,1.4886879539359803,0.026096157118047508,1.371741197298538
+4*24/21-6*23/31,1.1251753753096012,0.9677935032341771,44.93530002838176,TMT,2.022727272727272,5.638471764062257,1.248153525530086,5.638471764062257,1.1296162913005194,0.5220600506778981,0.21591558804798,6.967354822218114,1.5179096817364233,6.967354822218114,1.6049487391694464,TMT_VMD_YBM_SBV_LDG_PMG_FIR,"[44.93530003 20.17275445 19.47053774 12.44433788  9.10262555  7.43325011
  7.39003197]",1.9295048796277252,1.2427508139233459,1.9295048796277252,1.1798012877290467,1.9571414955896869,SBV_FIR_ASP_RDP_VAF_HSG_TDG_TTF_TRA_FRT_BFC,"[12.44433788  7.39003197  6.27548911  5.60721953  2.67180292  1.98555981
  1.79332938  1.58389979  1.3484149   1.31039477  1.23801882]",1.372204039309464,1.377552938797835,6.967354822218114,1.3766628632392932,6.967354822218114,1.3670254512312205
-8*14*24*30*32/2,1.5753705055463767,1.408728019855101,0.002266967072123011,DLG,3.111587982832618,0.0007320880396936162,1.64017864448718,0.0007320880396936162,1.5139558847743653,0.7905757477083546,0.7458866040054729,0.0009242431224908334,1.5434567632715397,0.0009242431224908334,3.111587982832618,DLG,[0.00226697],7.262077471259626e-09,1.1792045517309144,7.309605879964131e-05,1.1499151765632922,1.06,,[],1.8371453789590393,1.9999728844347393,0.0009242431224908334,1.376754955157232,0.0009242431224908334,1.333035272924641
+24*31-3*17-22*31,1.4158202935908466,1.283294791898577,0.018822485056710216,TDW,1.128767123287671,0.010000321442992536,1.5116577905140316,0.010000321442992536,1.4165834113884337,0.7744544403466898,0.731356149820412,0.020868466665710777,1.5552857891778864,0.020868466665710777,1.06,,[],0.016086626816263255,1.326790337012951,0.016086626816263255,1.2705903751138323,1.06,,[],1.6342048856060718,1.6123865347169073,0.020868466665710777,1.353322758137834,0.020868466665710777,1.3309490722866675
+2*24/12-23*28/1,1.431378917810074,1.2510082469517445,46.91482870267742,VNG,1.178082191780822,0.24643125583605902,1.554624218934895,0.24643125583605902,1.4452442827518113,0.7169786936162671,0.6371223049246907,0.6939168559661348,1.4961468671620224,0.6939168559661348,1.4454352258694465,VNG_VMD,[46.9148287   1.50854747],0.5278996110651011,1.2177709944464536,0.5278996110651011,1.1763177152296027,1.178082191780822,VNG,[46.9148287],0.9266198603346563,0.9099523446127531,0.6939168559661348,1.361575583990629,0.6939168559661348,1.3236786291172136
+8*8*19*24*28/5,1.2304877845061093,0.9177720756689763,5.275048563822291,KHP,2.43265306122449,8.97690029222722,1.5143914182070302,8.97690029222722,1.34159427740429,0.5116760588737833,0.35439298302261907,10.268340185440843,1.499378974612417,10.268340185440843,1.06,,[],9.878063831732184,1.3254967781363276,0.515945945010221,1.2560555352130545,2.43265306122449,KHP,[5.27504856],1.8532946285090774,1.188848670078242,10.268340185440843,1.3343712617707768,10.268340185440843,1.3183217545293557
+2*24/12-27*32/1,1.247287214977902,1.1210497581784948,12.605702911960742,VNG,1.178082191780822,0.24643125583605902,1.3546817605356059,0.24643125583605902,1.274550432317434,0.5696123372522629,0.32089866759693747,0.8389500776487875,1.4184366680905036,0.8389500776487875,1.3229049210387132,VNG_SBV_VMD,[12.60570291  4.25053277  1.50805693],0.058413654109792615,1.1787688656737303,0.058413654109792615,1.131549616326341,1.1279632515790339,VNG_SBV,[12.60570291  4.25053277],1.4100612355494389,1.1028460270121856,0.8295402456373323,1.3220190140256305,0.8389500776487875,1.3164919383453444
+28*29/32-1*33/5,9.402086161810573e-24,0.0,84.12714247169428,HOT,1.02013422818792,1.3639789688379347,1.382081436943596,1.3639789688379347,1.302371699818796,0.3909504244800693,0.04461211329461176,9.426312542999547,1.431081748210076,9.426312542999547,1.5404069199192025,HOT_SJS,[84.12714247 19.54994547],7.05214593710789,1.235990593935796,7.05214593710789,1.1870392218015609,4.74264705882353,VOS,[4.16785436],1.4910955493606879,0.0,9.426312542999547,1.339572584030051,9.426312542999547,1.3150528208204129
+1*20/14-10*19/0,1.5182571024565097,1.4560106046330623,0.6176018661874214,PNC,1.0625,0.07205682309270955,1.5182571024565097,0.07205682309270955,1.4560106046330623,0.8194932243254165,0.8000933708917889,0.17027891892646901,1.488012811012608,0.17027891892646901,1.1879919813882225,PNC_GTA_TDW_TAC,[0.61760187 0.40246661 0.31685761 0.24815081],0.11367707474706032,1.2298607647712367,0.11367707474706032,1.152075915227046,1.06,,[],1.487132209538102,1.453751051072535,0.1318822179446639,1.3696987975395403,0.17027891892646901,1.3148699683748353
+1*30/14-10*25/8,1.3680028869339014,1.2203715269519084,0.14062776605382102,CDC,1.025316455696202,0.07393475089242053,1.4751255789373996,0.07393475089242053,1.378121806161134,0.7596845472128403,0.7223965533063419,0.11193616500431225,1.4860684904586883,0.11193616500431225,1.025316455696202,CDC,[0.14062777],0.05498181386331897,1.2466869801752116,0.1435219202519553,1.2107204544679964,1.06,,[],1.6255078303042065,1.7099400804140497,0.11193616500431225,1.3536796555652517,0.11019382672605062,1.3148699683748353
