id,CT,MinHar3
736814457,+4*24/21+6*23/31,1.3778414273725692
443527368,+24*31-3*17-4*21,1.371741197298538
19717317,+13*24*31/12/21,1.356776531161329
1196777872,+24*33/21-8*22/21,1.3556669744487788
1194453203,+24*30/21-7*14/21,1.3553098102876366
952333493,+10*28*31-19*21*25,1.3551949017737674
644676644,+2*24/12-27*32/1,1.3551382468105926
1543326813,+20*24*28*31/1/27,1.3539312416082945
1576971675,-6*6*8*14*30*32,1.350600808376951
1583792187,-8*8*10*24*30*32,1.350600808376951
1585312100,-8*14*14*24*32*33,1.350600808376951
1597048904,-14*17*24*32*33/3,1.350600808376951
491283962,-9*15-21*25-24*32,1.3358699353469945
1042282151,+14*20*31-12*12*25,1.3357559715188183
682398048,+3*17/22+7*29/3,1.3331554983428509
682410461,+3*17/22+31*32/17,1.3331554983428509
682410000,+3*17/22+28*33/21,1.3331554983428509
631949507,+2*15/31+3*17/22,1.3331554983428509
682396667,+3*17/22+6*15/10,1.3331554983428509
682395715,+3*17/22+5*15/17,1.3331554983428509
1585442296,-8*14*24*30*32/2,1.333035272924641
429214871,+20*25-6*22-12*25,1.3325573442643075
727122595,+4*17/22-27*32/1,1.3324426742254527
444455798,+25*25-2*25-6*8,1.329948046875
262367306,+4*7+20*25-12*25,1.329391874315254
1196777729,+24*33/21-8*18/10,1.3289922094714082
1195244954,+24*31/21-18*19/10,1.3278396768834766
816446676,+6*24*26-14*14*25,1.3273794172843405
1265534935,-0*32/11-9*31/17,1.3270801039408615
1194455202,+24*30/21-9*22/3,1.3270210716525697
1099620525,+17*20/25+24*30/21,1.3270210716525697
968005258,+11*17/24+24*30/21,1.3270210716525697
324439468,+7*29+17*21-12*25,1.3263194884770626
1194454167,+24*30/21-8*16/27,1.325581056359435
558538624,+1*2/25-13*22/27,1.3252308914864173
644674262,+2*24/12-21*23/1,1.3236786291172136
943640037,+10*20/12-10*17/22,1.3236786291172136
357720811,+10*20-9*21-10*12,1.3236786291172136
335656259,+8*24-3*8-26*26,1.3236786291172136
1194453348,+24*30/21-7*18/34,1.3235055538842762
15238605,+1*20*26/14/14,1.3230680164812425
21865646,+1+16+30-14-18-23,1.3230680164812425
22158741,+1+17+30-11-11-14,1.3230680164812425
21887840,+1+16+33-10-14-18,1.3230680164812425
21865658,+1+16+30-14-19-20,1.3230680164812425
21825343,+1+16+26-14-18-28,1.3230680164812425
15589272,+1+4+4+33+33-14,1.3230680164812425
429199646,+20*25-5*16-12*25,1.3227009920185386
1544504468,+24*27*30*31/12/21,1.3213082509090774
140078608,+20+20+24+26-6-12,1.320812631029779
141736930,+20+30-3-4-22-22,1.320812631029779
105808999,+11+20+20+29-6-12,1.320812631029779
1194449114,+24*30/21-3*8/28,1.3203621322863706
1532516529,+10*28*30*31/12/21,1.3202869954577696
1532407669,+10*24*28*33/21/22,1.3202869954577696
1196770943,+24*33/21-1*22/30,1.319766101756375
1196785502,+24*33/21-19*22/16,1.319766101756375
1126460790,+18*32/16+24*33/21,1.319766101756375
1525181884,+8*8*18*24*28/5,1.3183217545293555
1513223832,+4*16*19*27/5/21,1.3183217545293555
1513953753,+4*24*30*31/21/21,1.3183217545293555
1532520125,+10*28*31*33/18/21,1.3183217545293555
1536054318,+12*24*26*28/21/22,1.3183217545293555
20924660,+24*26*31/21/33,1.3183217545293555
679752794,+3*15/31+16*17/21,1.3183217545293555
529479911,+0*17/21+26*27/21,1.3183217545293555
541931414,+0*25/21+1*32/17,1.3183217545293555
1207047502,+26*27/21-9*25/34,1.3183217545293555
507028143,+0*4/21-4*19/24,1.3183217545293555
631960872,+2*15/31+17*18/21,1.3183217545293555
857232188,+7*27/22+26*27/21,1.3183217545293555
1107207915,+17*28/21+32*32/5,1.3183217545293555
22111273,+1+17+26+29-11-14,1.3178460936983225
250989201,+3*20-2*13-2*19,1.317714859364116
1202184232,+25*30/12-13*25/27,1.317602674096585
521171896,+0*12/21+12*32/17,1.317173686459678
736818950,+4*24/21+11*29/31,1.3171471967006596
105948805,+11+20+31-2-22-22,1.317078053278311
141826160,+20+31-3-4-17-22,1.317078053278311
1526875501,+8*16*16*16*28/5,1.3168110185822808
1196777778,+24*33/21-8*19/27,1.3160575710630489
1119709461,+18*25*25-12*19*25,1.316028009353054
150746820,+25+25+25+26-12-12,1.316028009353054
150814757,+25+25+30-12-22-33,1.316028009353054
150816824,+25+25+31+31-12-13,1.316028009353054
150822485,+25+25+31-8-9-12,1.316028009353054
150823777,+25+25+31-12-22-23,1.316028009353054
149194763,+24+25+25-12-13-34,1.316028009353054
150859472,+25+25-1-9-12-32,1.316028009353054
150847024,+25+25+34-12-22-32,1.316028009353054
150897864,+25+25-10-12-21-32,1.316028009353054
149193676,+24+25+25-8-12-27,1.316028009353054
420211129,+18*25-2*9-12*19,1.316028009353054
101106000,+10+25+25+30-9-12,1.316028009353054
80987663,+7+25+25-12-13-23,1.316028009353054
149190821,+24+25+25-1-12-28,1.316028009353054
1025215774,+13*24/25+24*30/21,1.3155876922649046
1602749669,-22*24*26*29/11/34,1.3154662854196453
1600527159,-17*28*29*30/11/34,1.3154662854196453
1599095066,-16*17*26*29/11/34,1.3154662854196453
1484090449,-24*27/33-24*29/1,1.3154662854196453
1567981347,-3*20*26*29/11/34,1.3154662854196453
1220231855,+28*29/32-20*21/5,1.3154662854196453
979634480,+11*28*29-4*30*30,1.3154662854196453
631996676,+2*15/32+12*24/21,1.3150973065859413
1220217183,+28*29/32-1*33/5,1.3150528208204126
588544319,+1*20/25+7*28/22,1.3148699683748353
588541165,+1*20/25+4*20/6,1.3148699683748353
588542304,+1*20/25+5*24/22,1.3148699683748353
588544172,+1*20/25+7*24/6,1.3148699683748353
588551492,+1*20/25+17*20/25,1.3148699683748353
602631028,+1*30/14-10*25/8,1.3148699683748353
588540050,+1*20/25+3*17/14,1.3148699683748353
603994261,+1*31/14-13*25/6,1.3148699683748353
566778075,+1*7/10+3*17/22,1.3148699683748353
214082190,+1*31+17*30-12*25,1.3148699683748353
214182360,+1*31+29*32-12*25,1.3148699683748353
556695473,+1*1/25+17*33/21,1.3148699683748353
588175944,+1*20/14-21*22/0,1.3148699683748353
575865982,+1*12/25-6*22/27,1.3148699683748353
588168838,+1*20/14-10*16/0,1.3148699683748353
682424520,+3*17/22-14*32/1,1.3147220834020623
49838583,+4+7+32-9-12-26,1.3143843954364012
49813567,+4+7+29-9-12-30,1.3143843954364012
