id,CT,MinHar3
443520815,+24*31-3*4-11*26,1.267696093237675
566297491,+1*7*24+17*24*32,1.2676075553102253
100301677,+10+20-4-12-21-21,1.2674369121550797
1517365266,+5*17*18*24*25*26,1.2673641159857412
17197042,+5*17*19*24*30,1.2673641159857412
1268230380,-1*2*4-8*24*32,1.2673468672206445
1273367960,-1*8*8-8*24*32,1.2673468672206445
1410697701,-8*28*32-24*31*32,1.2673468672206445
1586164870,-8*20*24*28*32/4,1.2673468672206445
416834334,+17*31-0*28-3*34,1.2672810701845796
539488962,+0*24*26-0*0*0,1.2670815730943925
1531887868,+10*17*29*31/15/27,1.2670398283247106
1541180368,+17*18*20*26/12/21,1.26696798310441
1517259458,+5*16*20*20*26/2,1.2669309090851717
597036976,+1*26/14-16*25/19,1.2669134788559182
1190153806,+24*25/10-18*19/25,1.2669103397076331
560768977,+1*4*7+17*25*32,1.2668854835340408
1507055075,+3*8*24*28/5/18,1.266855854608737
1526674137,+8*14*24*27/10/12,1.2668221053774844
1401508315,-8*8*32-16*17*29,1.2668066519150738
1374003995,-6*8*32-17*18*29,1.2668066519150738
206344940,+1*20-3*3-10*13,1.2667775513066062
443532557,+24*31-3*27-8*21,1.266720084365851
443495193,+24*31-1*22-21*22,1.2666374935690543
209069423,+1*24+17*33-10*19,1.26662727804602
209068639,+1*24+17*32-10*18,1.26662727804602
178090262,+0*17+1*24-10*16,1.26662727804602
684656496,+3*19/2+13*15/32,1.2664964391906226
405484395,+15*33+24*31-3*4,1.2663239430135236
1209902172,+26*31/10-3*23/34,1.2663042079886846
686217498,+3*20/6+17*17/22,1.26611087869648
415152864,+17*26+17*31-8*12,1.2660838654910542
22179633,+1+17+33-4-13-21,1.2657462462571205
1597048923,-14*17*24*32*33/25,1.2656915151281054
443489600,+24*31-1*13-3*27,1.2656112904162045
1514559599,+5*6*6*17*31*33,1.2655936212208423
731452097,+4*20/25+6*32/22,1.2655837534936951
1190189982,+24*25/12-5*23/13,1.2654879766434146
1190202226,+24*25/12-23*24/30,1.2654879766434146
634657344,+2*17/21+25*26/10,1.265321228128237
443617756,+24*31-11*22-22*22,1.2645302467637656
1220232615,+28*29/32-21*30/5,1.2643598696043634
1601839654,-20*20*24*32*33/4,1.2643052101518355
1047179044,+14*24/25-27*33/7,1.2642182815240055
1047178614,+14*24/25-26*28/7,1.2642182815240055
1047178051,+14*24/25-24*30/7,1.2642182815240055
1202952452,+25*31/12-8*8/21,1.264116798507784
1517721480,+5*20*24*26*27*31,1.2640757659679431
1047174347,+14*24/25-16*34/7,1.2638002355381084
1166340099,+21*32/22-24*28/33,1.2637906554903495
573929575,+1*11/18-11*11/25,1.263745580562725
274260533,+4*26-3*16-9*25,1.263693981312787
1504438776,+2*24*24*27*33/1,1.263654309339971
1531821204,+10*17*20*26/15/28,1.263623776667311
18932627,+10*17*30/15/28,1.263623776667311
1520531508,+6*14*17*31/15/29,1.263623776667311
1531894373,+10*17*31*33/15/28,1.263623776667311
1517538197,+5*18*24*24*26/2,1.263589646270569
1114994069,+18*20*31-12*12*22,1.2635842195608162
1538209577,+14*17*18*18/16/21,1.2635589998008294
1508909880,+3*17*24*30/16/21,1.2635589998008294
1508857524,+3*17*19*25/16/21,1.2635589998008294
1507793494,+3*11*17*24*26/27,1.2635589998008294
1111789582,+17*33/25-9*25/34,1.2635589998008294
512319570,+0*7/18+3*32/16,1.2635589998008294
416590215,+17*30-4*18-9*19,1.2635589998008294
414294239,+17*23+26*28-9*25,1.2635589998008294
414207166,+17*23+17*26-2*25,1.2635589998008294
369149840,+11*23+17*30-2*25,1.2635589998008294
277103123,+4*31+17*23-9*25,1.2635589998008294
211829621,+1*28+11*23-19*25,1.2635589998008294
148087871,+23+29-22-25-27-34,1.2635589998008294
22193227,+1+17-0-6-21-21,1.2635589998008294
22180551,+1+17+33-6-22-31,1.2635589998008294
15977030,+1+4+17+29-6-22,1.2635589998008294
16149500,+3*11*14*24/16,1.2635589998008294
194302464,+1*4+11*23-6*13,1.2635524681428625
1517401736,+5*17*21*25*31*33,1.2634216012810648
1517598781,+5*19*20*24*31/14,1.2633723930722456
1568040655,-3*21*24*29/1/2,1.2631959231640446
772222876,+5*20*25-5*5*22,1.2631894432936803
446055231,+25*32-1*20-9*25,1.2630696468510052
1099904721,+17*21*23-11*26*34,1.2630070819945656
597032307,+1*26/14-10*13/8,1.2629987685267845
1521000002,+6*17*20*29/15/25,1.2629831467757529
512779209,+0*7/29+8*17/15,1.2629831467757529
416892700,+17*31-4*4-17*22,1.2628323074452903
1544434965,+24*25*26*28/1/27,1.2626519244019967
1543326813,+20*24*28*31/1/27,1.2626519244019967
1531845095,+10*17*22*31/15/16,1.262386583089785
194407456,+1*4+17*23-4*22,1.26232485395514
1584002262,-8*8*22*32/11/27,1.2622052869730889
1517427109,+5*17*24*24*33/14,1.2621790976557463
1596885343,-14*16*20*32*33/2,1.262152658503669
151491972,+25+30-8-12-32-33,1.2619612547609638
864779482,+7*34/6+25*30/12,1.2619612547609638
1567706535,-3*17*30*32/4/34,1.2617506006282455
443532668,+24*31-3*27-12*34,1.261601303120914
194602694,+1*4-4*10-22*22,1.261360837438424
1500664949,+2*5*6*24*30*31,1.261099465474708
385091521,+13*17-8*18-13*13,1.2610392183396744
588549025,+1*20/25+13*24/2,1.260931398544087
886692166,+8*24*25-8*12*25,1.260931398544087
416850520,+17*31-1*21-17*28,1.260799071590793
1590030218,-10*13*26*32/28/34,1.26074122310102
1102773370,+17*23/32-22*28/34,1.2605711034427345
100267321,+10+20+33-9-12-21,1.2605204849709395
194588582,+1*4-3*13-21*21,1.2604098661944072
588541297,+1*20/25+4*24/6,1.260339455962495
1593006316,-11*22*24*28*32/27,1.2602347918890076
1489309179,+0*5*20*24*25*31,1.260221824065755
1025235781,+13*24/25-22*28/33,1.260162322351868
1525843685,+8*10*27*31/12/21,1.260060519295677
1109023454,+17*30/21+26*28/21,1.2599815216815302
194311680,+1*4+11*33-10*18,1.2599775821801316
1551007643,-0*17*20*29*31/1,1.2598744003202849
1600546715,-17*29*31*33/1/34,1.2598744003202849
1600473125,-17*26*26*29/1/34,1.2598744003202849
657377062,+2*33/26-9*32/1,1.2597776691789169
443520746,+24*31-3*4-8*32,1.2596569099404895
1600236361,-17*21*24*25*29/1,1.2596469726579418
1159100008,+21*24/2-19*27/1,1.2591964062889942
1517362504,+5*17*18*21*26*31,1.2591865436910057
178271909,+0*17+6*32+11*33,1.2590676003450971
1498681566,+1*20*24*29*31/21,1.2589710372075542
1509430024,+3*24*24*28*30/1,1.258959253643094
194486002,+1*4+24*31-10*16,1.2589508141048913
1109362616,+17*31*31-6*21*27,1.2587801020813174
1039021414,+14*17*31-2*12*21,1.2587632491776373
1597047661,-14*17*24*30*32/12,1.258746592700222
935108610,+10*13/14-19*19/0,1.2583704947515904
1508807492,+3*16*28*33/12/21,1.2583552854485394
206433484,+1*20-10*16-16*21,1.2582948952013209
588168707,+1*20/14-10*12/1,1.2582948952013209
1492822072,+0*24*27*34/21/29,1.25826419316408
293620315,+5*29+24*31-3*4,1.2581408280005744
208859955,+1*24+7*25-10*19,1.2578678334026137
208856903,+1*24+7*22-10*18,1.2578678334026137
1538242486,+14*17*20*27/4/21,1.257737425265601
334992350,+8*23+17*31-6*28,1.2576629113220144
561847977,+1*4/18-4*23/31,1.2576124271285314
577265773,+1*13/19-3*23/31,1.2576124271285314
602624492,+1*30/14-3*23/14,1.257605041131302
22153354,+1+17+30+32-6-22,1.2575269687616684
1202139917,+25*30/10-14*23/27,1.2573481271753713
597040628,+1*26/14-23*31/0,1.2572693924826108
597028192,+1*26/14-5*23/25,1.2572693924826108
597026165,+1*26/14-3*23/12,1.2572693924826108
443583283,+24*31-7*22-27*27,1.257251974869233
1531353836,+10*14*17*30*31/15,1.2572473952334504
18932804,+10*17*31*31/15,1.2572473952334504
443546975,+24*31-4*25-21*27,1.257246627806862
443628446,+24*31-13*17-21*25,1.257246627806862
981685374,+11*29/33+19*26/16,1.257246627806862
1109362477,+17*31*31-6*13*28,1.257246627806862
1189009348,+24*24*30-12*12*21,1.257246627806862
1189868810,+24*25*30-4*16*21,1.257246627806862
1189892956,+24*25*33-4*18*21,1.257246627806862
1194740562,+24*31*33-21*30*33,1.257246627806862
443520767,+24*31-3*4-9*27,1.257246627806862
443283875,+24*30-3*4-12*21,1.257246627806862
443386723,+24*30-12*21-13*17,1.257246627806862
443275733,+24*30-2*21-6*27,1.257246627806862
160321147,+33-25-25-25-31-34,1.2569169960474311
584748006,+1*18/6+9*17/21,1.2569169960474311
1144679416,+20*21/25-12*25/34,1.2569169960474311
588551819,+1*20/25+17*30/21,1.2569169960474311
588163716,+1*20/14-4*25/34,1.2569169960474311
588560100,+1*20/25-2*25/34,1.2569169960474311
588557095,+1*20/25-0*1/33,1.2569169960474311
160203143,+33-8-25-25-25-25,1.2569169960474311
160202984,+33-8-24-25-25-31,1.2569169960474311
1497530280,+1*12*19*33/6/31,1.2569144391443556
503300842,+0*2/21+9*32/17,1.2569053893757658
212071877,+1*28-0*33-12*25,1.2566352191795145
588168923,+1*20/14-10*18/21,1.2565092284070405
503304940,+0*2/21+15*21/17,1.2564963040005608
1146815926,+20*24*31-12*12*21,1.2564861451038962
1146812828,+20*24*31-4*6*12,1.2564861451038962
443238029,+24*30-0*22-12*21,1.2564861451038962
442285285,+24*26-0*25-21*22,1.2564861451038962
199669343,+1*11+24*30-12*21,1.2564861451038962
1403998395,-8*13*32-17*24*29,1.2563855709955796
618426833,+2*7/16+17*17/14,1.2563499608448865
805661023,+6*15/32+17*18/21,1.2563408405470045
1191120932,+24*26/16-17*32/1,1.25617718091493
329019923,+8*11+17*30-8*16,1.2561503797802782
273555960,+4*25+25*33-12*25,1.255827948437552
7230602,+0+10+20-3-7-12,1.2558229105506415
194368426,+1*4+14*32-10*19,1.2557651077149463
1209900612,+26*31/10-2*8/26,1.2557513244507137
17178695,+5*16*17*25*26,1.255695881037634
909821093,+9*17*21+17*18*23,1.2556020043591345
1074959427,+15*32/17+16*31/2,1.2555871581065583
429187064,+20*25-4*19-12*25,1.255565259118902
1181688529,+23*25/33-28*31/21,1.2554817298614471
587023530,+1*19/25+25*26/10,1.2554221523232902
416951145,+17*31-8*27-22*31,1.255366618458998
1507789903,+3*11*17*20*33/16,1.255366618458998
416949168,+17*31-8*22-12*28,1.255366618458998
416919605,+17*31-5*32-12*28,1.255366618458998
1514808370,+5*6*17*19*33/2,1.255366618458998
745558903,+4*31/12-22*23/0,1.255337473594179
602639573,+1*30/14-25*28/24,1.2552584578996333
208919842,+1*24+9*33-3*16,1.2550604400999033
1159335673,+21*24/12-10*16/25,1.2549697358968988
1195086100,+24*31/14-18*34/2,1.2549265504229008
1146812277,+20*24*31-3*4*16,1.2547706285126916
1540839017,+16*24*24*31/4/18,1.2547706285126916
430945038,+20*31-22*25-31*33,1.2547706285126916
209128117,+1*24+23*25-10*16,1.2547706285126914
209139934,+1*24+24*31-10*18,1.2547706285126914
209140621,+1*24+24*32-10*19,1.2547706285126914
209134557,+1*24+23*34-17*18,1.2547706285126914
209134411,+1*24+23*34-10*19,1.2547706285126914
209146896,+1*24+25*31-17*18,1.2547706285126914
209146743,+1*24+25*31-10*12,1.2547706285126914
209142438,+1*24+25*25-2*12,1.2547706285126914
209141987,+1*24+24*34-10*16,1.2547706285126914
209133843,+1*24+23*33-16*17,1.2547706285126914
209133715,+1*24+23*33-10*18,1.2547706285126914
209162698,+1*24+28*31-10*19,1.2547706285126914
209162191,+1*24+28*30-17*18,1.2547706285126914
209162042,+1*24+28*30-10*16,1.2547706285126914
209161390,+1*24+28*29-10*18,1.2547706285126914
209160207,+1*24+27*34-16*17,1.2547706285126914
209160079,+1*24+27*34-10*18,1.2547706285126914
209167238,+1*24+29*32-10*16,1.2547706285126914
209159569,+1*24+27*33-17*18,1.2547706285126914
209150267,+1*24+26*27-17*19,1.2547706285126914
209064067,+1*24+17*26-17*18,1.2547706285126914
209038271,+1*24+15*31-16*17,1.2547706285126914
209037323,+1*24+15*30-10*19,1.2547706285126914
209039783,+1*24+15*33-10*16,1.2547706285126914
209116009,+1*24+21*33-10*12,1.2547706285126914
209123224,+1*24+22*30-12*25,1.2547706285126914
209127409,+1*24+23*24-10*12,1.2547706285126914
209105243,+1*24+20*32-17*19,1.2547706285126914
209183219,+1*24-0*7-17*18,1.2547706285126914
209197848,+1*24-0*31-17*19,1.2547706285126914
209205194,+1*24-1*10-3*25,1.2547706285126914
209227412,+1*24-2*17-10*12,1.2547706285126914
209226472,+1*24-2*15-17*18,1.2547706285126914
209223938,+1*24-2*11-3*25,1.2547706285126914
209230134,+1*24-2*22-10*19,1.2547706285126914
209223365,+1*24-2*10-3*4,1.2547706285126914
209222596,+1*24-2*8-16*17,1.2547706285126914
209221911,+1*24-2*7-10*16,1.2547706285126914
209220800,+1*24-2*5-10*18,1.2547706285126914
209181828,+1*24-0*5-10*19,1.2547706285126914
209194097,+1*24-0*25-10*18,1.2547706285126914
206449713,+1*20-12*25-14*21,1.2547706285126914
206449084,+1*20-12*22-24*29,1.2547706285126914
206449021,+1*20-12*22-19*31,1.2547706285126914
206448977,+1*20-12*22-17*20,1.2547706285126914
206367244,+1*20-4*16-12*28,1.2547706285126914
206391462,+1*20-6*10-12*25,1.2547706285126914
206368862,+1*20-4*19-22*25,1.2547706285126914
206368736,+1*20-4*19-14*31,1.2547706285126914
206368689,+1*20-4*19-12*27,1.2547706285126914
206368154,+1*20-4*18-10*20,1.2547706285126914
206368018,+1*20-4*18-5*19,1.2547706285126914
206436846,+1*20-10*27-12*22,1.2547706285126914
208773449,+1*24+4*30-16*17,1.2547706285126914
208721778,+1*24+3*15-10*18,1.2547706285126914
206288446,+1*20-0*3-10*16,1.2547706285126914
206288283,+1*20-0*3-4*18,1.2547706285126914
206287873,+1*20-0*2-12*22,1.2547706285126914
206287822,+1*20-0*2-10*18,1.2547706285126914
206000621,+1*20+8*31-4*12,1.2547706285126914
206288494,+1*20-0*3-12*17,1.2547706285126914
206328499,+1*20-2*5-4*12,1.2547706285126914
206357150,+1*20-3*27-4*16,1.2547706285126914
206356309,+1*20-3*25-10*19,1.2547706285126914
206367050,+1*20-4*16-5*16,1.2547706285126914
206356137,+1*20-3*25-4*12,1.2547706285126914
206354876,+1*20-3*22-14*17,1.2547706285126914
206340528,+1*20-2*27-4*18,1.2547706285126914
206331253,+1*20-2*10-3*22,1.2547706285126914
208864002,+1*24+7*29-10*12,1.2547706285126914
208840473,+1*24+6*34-10*12,1.2547706285126914
209326511,+1*24-10*19-13*27,1.2547706285126914
209339664,+1*24-12*17-12*17,1.2547706285126914
