CT,GeoMax,HarMax,CtyMax,ProMax,Value,ValGeo,GeoLim,ValHar,HarLim,GeoRank,HarRank,Nguong1,GeoNgn1,HarNgn1,ProNgn1,CtyNgn1,Values_Ngn1,ValGeoNgn2,GeoNgn2,ValHarNgn2,HarNgn2,ProNgn2,CtyNgn2,Values_Ngn2,Nguong_mm3,MinGeo3,MinHar3,ProNgn_mm3,CtyNgn_mm3,Values_Ngn_mm3,ValGeoNgn3,GeoNgn3,ValHarNgn3,HarNgn3,ProNgn3,CtyNgn3,Values_Ngn3,Slope_avg,Slope_wgt_avg
+8*10/3-9*10/3,0.9640302125428806,0.8957182824503969,PDN,1.186111111111111,14.776702783089235,28.262157321598018,1.1899201424273194,28.262157321598018,1.1799012061855543,0.49030095020271686,0.4118770545490952,28.262157321598018,1.1899201424273194,1.1799012061855543,1.06,,[],0.46081074738864114,1.7635563114346093,0.46081074738864114,1.6765044385539483,1.030674846625767,HTI,[10.71087416],28.262157321598018,1.1339463078925747,1.1289222547397888,1.06,,[],0.11507619571561632,1.2170474869540426,0.82521981749529,1.1681183569624,1.030674846625767,HTI,[10.71087416],1.1222037154848807,1.1730695348101827
+6*21/30+10*17/22,0.6897956334188778,0.5941446101052253,VNA,0.5813953488372093,21.102411709237398,162.76098368282038,1.096953558161139,162.76098368282038,1.0775561407398193,0.18833897059676166,0.10103572190422962,162.76098368282038,1.182458176195221,1.1584981972913349,1.06,,[],11.45970674365714,1.7165223098747913,11.45970674365714,1.6320784878654933,1.06,,[],162.76098368282038,1.06,1.06,1.06,,[],4.193977645660849,1.4223650315188545,4.193977645660849,1.3349563353052458,0.6025641025641026,CLG,[19.25440911],0.870284315889736,1.109324369665304
+2*21*21*24/11/30,0.9979936545525661,0.8561938128896212,SMC,0.7578947368421053,68.09047502612032,0.3577598764130411,1.263782776251766,0.3577598764130411,1.2107414396719993,0.51992466335206,0.457590328983718,0.3577598764130411,1.2824475953284231,1.214008679536081,0.55421888053467,SMC_HAP_NHS,[68.09047503  3.58329346  1.55974848],0.3577598764130411,1.7624082092164526,0.3577598764130411,1.620103638688103,1.06,,[],0.9168510101831604,1.1108597571752128,1.086297611414309,0.55421888053467,SMC_HAP_NHS,[68.09047503  3.58329346  1.55974848],0.1273302217717943,1.3271469059139942,0.1273302217717943,1.284796798454284,1.524206349206349,ITD,[0.17525867],1.2797112787881026,1.1536902092845955
+0*13/33+22*24/29,0.8175100873296802,0.7510596675655706,VMD,1.974226804123712,1416.721504116952,2873.6367403150966,1.06,2873.6367403150966,1.06,0.30774273161056764,0.18973846001756176,2873.6367403150966,1.0838488760459064,1.06,1.06,,[],60.98547978515535,1.7587089108530327,60.98547978515535,1.6193241385578951,1.06,,[],2873.6367403150966,1.06,1.06,1.06,,[],20.486317954339857,1.362348795323252,20.486317954339857,1.2730001247989624,1.256038647342995,HT1,[26.43949136],0.7340443845913084,0.682821418367602
-3*33*33*34/1/30,3.03572712345674e-41,0.0,VLF,0.26,0.39730675688695355,54189.805627863716,1.06,54189.805627863716,1.06,0.14381418295638176,0.0219493885610612,54189.805627863716,1.0917733437518105,1.06,1.06,,[],-1.9141971496749946e-06,1.7272018915625078,-1.9141971496749946e-06,1.618701056625563,5.762711864406779,DRH,[0.],54189.805627863716,1.06,1.06,1.06,,[],-1.711554744634363e-05,1.2506806776314907,-1.9141971496749946e-06,1.1838693480796758,5.762711864406779,DRH,[0.],1.1376183140632896,0.1436958467289385
+2*22/14-3*21/7,0.9551007095456719,0.8720270466807785,HSI,0.6818181818181818,17.289176298215402,0.05896538158724937,1.1712035303335437,0.05896538158724937,1.1405407524064044,0.5421270937257969,0.5094250617979362,0.08259429670176946,1.2039346027937121,1.16361660602897,1.0542175183822537,HSI_L10_LHG,[17.2891763   0.21271452  0.13533292],0.0026429344377538215,1.8040760821111086,0.0026429344377538215,1.615242987146002,3.676810477657935,SVC_DRH,[0.03316951 0.01509263],1.730247585507218,1.06,1.06,0.6818181818181818,HSI,[17.2891763],-0.02597463735092704,1.2823188452211154,-0.02701375830046255,1.223633724926052,1.1599714069986904,SVC_VHG_KSB_VIP,[ 0.03316951  0.00216329 -0.0011126  -0.00207707],5.1481686932001125,3.264543036732863
+1*31/33-3*10/8,0.9154396329142951,0.8425413965741919,KHP,0.9626865671641792,0.17245921516455087,0.5755033951296717,1.1132036091303472,0.5755033951296717,1.1089962493859389,0.47290582815273335,0.37868595793591275,0.22415102693039485,1.2326390899880328,1.1961179156674913,1.06,,[],0.06610449278408317,1.7123968378594274,0.06610449278408317,1.609908986725478,0.8657142857142858,HAP_PPC,[0.12146218 0.11154644],1.6876559947649241,1.06,1.06,1.06,,[],0.020056556318128242,1.5486288101608614,0.020056556318128242,1.4297061007515364,0.8558313817330211,HAP_PPC_PVT,[0.12146218 0.11154644 0.04106759],1.0993032601953467,1.213007141776704
-19*30/1-32*33/34,3.682817818798113e-41,0.0,VLF,0.26,532346.6281358751,4596480.024963478,1.1928153248241293,4596480.024963478,1.14766420657021,0.2107932640472362,0.025624976649519956,4596480.024963478,1.1928153248241293,1.14766420657021,1.06,,[],-0.007657698891986994,1.7202311362394767,-0.007657698891986994,1.6099019416764513,1.06,,[],4596480.024963478,1.06,1.06,1.06,,[],-0.007657698891986994,1.1725654421066736,-0.03099850303038637,1.1523651010707971,1.06,,[],1.1247730771541151,2.2703502625198264
-16*30/1-26*32/34,3.682817818798113e-41,0.0,VLF,0.26,543350.4713692486,4610893.590373295,1.1928153248241293,4610893.590373295,1.14766420657021,0.2107932640472362,0.025624976649519956,4610893.590373295,1.1928153248241293,1.14766420657021,1.06,,[],-0.011212491634199087,1.7202311362394767,-0.011212491634199087,1.6099019416764513,1.06,,[],4610893.590373295,1.06,1.06,1.06,,[],-0.03262180113124303,1.1725654421066736,-0.03262180113124303,1.1468192319985389,1.06,,[],1.1397062644460616,2.2348515530320747
+8*22/3-9*12/11,0.9887990341077346,0.7357916943718802,FCM,0.6875,0.007374936456380859,0.00011209596188636143,1.1880123582442417,0.2952504152803685,1.1053335791695076,0.4053723574230361,0.25538842038437715,0.0036684579359936337,1.455697206067009,1.335182276593809,0.6875,FCM,[0.00737494],0.0,1.681634980591491,0.0,1.6080223691060647,1.06,,[],0.2952504152803685,1.2283960556168145,1.2212874761024548,1.06,,[],-1.7976931348623157e+308,1.1590616128006366,0.2952504152803685,1.0919496375429227,1.06,,[],1.360669647954809,0.0
